5,1,3,0,0
5,0,0,1,3
5,0,0,1,3
5,1,3,0,0
5,0,0,1,3
5,1,3,0,0
5,1,3,0,0
5,0,0,1,3
5,1,3,0,0
5,0,0,1,3
5,1,3,0,0
5,0,0,1,3
5,1,3,0,0
5,1,3,0,0
5,0,0,1,3
5,0,0,1,3
5,1,3,0,0
5,0,0,1,3
5,0,0,1,3
5,0,0,1,3
5,0,0,1,3
5,0,0,1,3
5,0,0,1,3
5,0,0,1,3
5,0,0,1,3
5,1,3,0,0
5,0,0,1,3
5,1,3,0,0
5,1,3,0,0
5,0,0,1,3
5,0,0,1,3
5,0,0,1,3
5,0,0,1,3
10,1,3,0,0
10,1,3,0,0
10,1,3,0,0
10,0,0,1,3
10,0,0,1,3
10,1,3,0,0
10,0,0,1,3
10,1,3,0,0
10,1,3,0,0
10,0,0,1,3
10,1,3,0,0
10,0,0,1,3
10,0,0,1,3
10,0,0,1,3
10,0,0,1,3
10,1,3,0,0
10,1,3,0,0
10,0,0,1,3
10,1,3,0,0
10,0,0,1,3
10,0,0,1,3
10,1,3,0,0
10,0,0,1,3
10,0,0,1,3
10,0,0,1,3
10,0,0,1,3
10,0,0,1,3
10,1,3,0,0
10,1,3,0,0
10,0,0,1,3
10,1,3,0,0
10,0,0,1,3
10,0,0,1,3
10,0,0,1,3
10,0,0,1,3
10,0,0,1,3
15,1,3,0,0
15,0,0,1,3
15,1,3,0,0
15,0,0,1,3
15,0,0,1,3
15,1,3,0,0
15,1,3,0,0
15,1,3,0,0
15,1,3,0,0
15,1,3,0,0
15,1,3,0,0
15,0,0,1,3
15,1,3,0,0
15,1,3,0,0
15,0,0,1,3
15,0,0,1,3
15,0,0,1,3
15,1,3,0,0
15,1,3,0,0
15,0,0,1,3
15,0,0,1,3
15,1,3,0,0
15,0,0,1,3
15,0,0,1,3
15,1,3,0,0
15,0,0,1,3
15,0,0,1,3
15,0,0,1,3
15,1,3,0,0
15,0,0,1,3
15,1,3,0,0
15,0,0,1,3
15,0,0,1,3
15,0,0,1,3
15,0,0,1,3
15,0,0,1,3
15,0,0,1,3
15,0,0,1,3
15,0,0,1,3
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,0,0,1,3
20,0,0,1,3
20,0,0,1,3
20,1,3,0,0
20,1,3,0,0
20,1,3,0,0
20,1,3,0,0
20,1,3,0,0
20,1,3,0,0
20,1,3,0,0
20,1,3,0,0
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,0,0,1,3
20,1,3,0,0
20,0,0,1,3
20,0,0,1,3
20,0,0,1,3
20,0,0,1,3
20,0,0,1,3
20,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,1,3,0,0
25,1,3,0,0
25,0,0,1,3
25,1,3,0,0
25,0,0,1,3
25,1,3,0,0
25,1,3,0,0
25,0,0,1,3
25,1,3,0,0
25,1,3,0,0
25,1,3,0,0
25,1,3,0,0
25,1,3,0,0
25,0,0,1,3
25,0,0,1,3
25,1,3,0,0
25,1,3,0,0
25,1,3,0,0
25,0,0,1,3
25,1,3,0,0
25,1,3,0,0
25,1,3,0,0
25,0,0,1,3
25,1,3,0,0
25,1,3,0,0
25,1,3,0,0
25,0,0,1,3
25,0,0,1,3
25,1,3,0,0
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,1,3,0,0
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
25,0,0,1,3
